employee_id;absence_days;sick_days;vacation_days_taken;bank_hours;overtime_hours;tardiness_count;performance_rating;bonus_percentage;tenure_years;probation_completed;last_promotion_date;last_training_date;compliance_status
emp_07568;2;3;14;165,0;27,0;7;4;0,29;7,31;True;;;compliant
emp_07569;0;4;10;-55,0;88,0;2;2;8,33;1,08;True;;2024-03-24;compliant
emp_07570;2;2;14;13,0;4,0;9;5;14,52;12,99;True;2022-11-28;2024-04-07;compliant
emp_07571;4;3;13;76,0;46,0;5;4;8,3;4,79;True;2022-05-31;2024-03-28;compliant
emp_07572;2;6;16;-93,0;50,0;5;4;8,26;3,13;True;;2024-02-19;compliant
emp_07573;3;6;17;-60,0;26,0;5;3;15,06;2,37;True;2025-05-25;;compliant
emp_07574;2;6;14;174,0;96,0;3;1;16,36;7,38;True;2020-08-30;;compliant
emp_07575;5;5;17;-68,0;9,0;7;5;9,78;7,37;True;;2023-07-03;compliant
emp_07576;1;1;9;169,0;1,0;4;5;17,92;1,8;True;;;compliant
emp_07577;0;3;16;-27,0;30,0;2;5;12,35;5,58;True;2021-07-30;;compliant
emp_07578;3;7;15;-17,0;85,0;6;2;11,4;10,69;True;2020-07-13;;compliant
emp_07579;1;0;19;46,0;46,0;4;3;5,53;7,01;True;;2025-05-06;compliant
emp_07580;3;1;11;171,0;58,0;6;4;9,63;13,17;True;2024-05-31;2025-06-10;compliant
emp_07581;3;2;10;120,0;47,0;8;5;7,21;9,42;True;;2025-05-26;compliant
emp_07582;3;0;14;175,0;80,0;3;1;13,11;13,98;True;;2025-04-04;compliant
emp_07583;3;3;8;-22,0;14,0;2;1;6,84;2,95;True;;;compliant
emp_07584;0;6;16;-41,0;15,0;6;3;6,93;6,03;True;;;compliant
emp_07585;2;4;13;80,0;57,0;6;4;10,0;6,57;True;2020-08-08;;compliant
emp_07586;3;0;16;150,0;99,0;3;4;7,96;5,7;True;2025-02-02;2024-01-26;compliant
emp_07587;2;4;18;-93,0;8,0;9;3;14,4;8,24;True;;2024-06-19;compliant
emp_07588;0;7;16;-85,0;78,0;7;1;12,77;5,44;True;;2024-09-19;compliant
emp_07589;3;1;21;3,0;61,0;4;5;13,28;8,49;True;;;non-compliant
emp_07590;1;1;19;-85,0;57,0;4;5;10,6;9,8;True;2017-01-30;;non-compliant
emp_07591;2;3;13;-86,0;94,0;3;3;6,12;9,92;True;;2023-10-24;compliant
emp_07592;4;3;18;-77,0;9,0;4;5;9,65;15,23;True;2015-01-06;2025-04-25;compliant
emp_07593;0;2;18;-50,0;77,0;1;1;6,74;10,93;True;;2025-05-05;compliant
emp_07594;1;2;13;54,0;40,0;11;1;3,46;6,44;True;2024-11-30;;compliant
emp_07595;2;3;10;-53,0;27,0;15;3;12,37;2,44;True;;;compliant
emp_07596;5;2;17;17,0;60,0;4;1;18,49;10,14;True;2021-02-04;;compliant
emp_07597;0;3;11;154,0;18,0;7;1;13,16;2,23;True;2024-10-28;2024-06-08;compliant
emp_07598;3;3;18;-78,0;34,0;4;3;13,0;8,23;True;;2023-08-22;compliant
emp_07599;0;2;12;39,0;66,0;5;4;10,31;9,79;True;2020-01-02;2024-06-01;non-compliant
emp_07600;2;2;12;29,0;95,0;7;3;5,93;12,05;True;2024-07-05;;compliant
emp_07601;2;5;14;19,0;58,0;2;1;5,91;2,07;True;;2024-07-15;compliant
emp_07602;5;3;23;186,0;87,0;7;2;22,9;15,3;True;2024-11-07;2023-07-08;compliant
emp_07603;1;0;16;-99,0;36,0;4;3;4,15;7,42;True;;2025-05-25;compliant
emp_07604;4;4;21;-45,0;92,0;7;4;18,07;1,93;True;;2024-01-05;compliant
emp_07605;1;5;17;-34,0;18,0;9;3;9,37;9,82;True;2024-12-19;2025-02-25;compliant
emp_07606;2;2;19;138,0;80,0;2;5;5,8;7,03;True;;2023-10-24;compliant
emp_07607;0;0;12;-20,0;1,0;5;4;12,17;2,87;True;;2024-07-24;compliant
emp_07608;2;3;16;25,0;54,0;4;4;6,52;9,23;True;;2024-12-12;compliant
emp_07609;4;3;12;-64,0;74,0;8;5;10,29;2,79;True;;2024-12-15;compliant
emp_07610;0;2;19;22,0;31,0;8;2;17,39;13,82;True;;2025-02-21;compliant
emp_07611;2;3;14;106,0;1,0;6;3;15,18;5,23;True;2023-12-10;2024-04-13;compliant
emp_07612;3;4;12;176,0;83,0;5;1;6,11;10,43;True;;2023-07-16;compliant
emp_07613;1;2;19;-50,0;59,0;7;4;14,31;4,21;True;;2023-10-10;compliant
emp_07614;0;2;15;103,0;31,0;3;5;7,31;12,47;True;;2023-08-14;compliant
emp_07615;6;4;11;28,0;98,0;8;3;16,56;3,85;True;;;compliant
emp_07616;4;10;14;45,0;73,0;2;5;21,21;4,63;True;;;non-compliant
emp_07617;3;8;13;-60,0;38,0;7;3;9,68;11,39;True;;;compliant
emp_07618;1;2;11;-88,0;36,0;3;2;13,59;10,39;True;2016-03-14;2024-09-09;non-compliant
emp_07619;1;3;21;62,0;29,0;7;5;10,64;13,68;True;;;compliant
emp_07620;1;1;12;54,0;92,0;5;1;12,88;7,28;True;2024-04-22;2025-02-05;compliant
emp_07621;1;3;12;121,0;62,0;5;4;6,39;2,55;True;2025-03-05;;compliant
emp_07622;4;2;8;104,0;7,0;5;2;5,73;9,36;True;2025-03-29;2024-05-17;compliant
emp_07623;2;5;18;-96,0;93,0;2;4;7,95;13,74;True;;2024-02-08;compliant
emp_07624;2;2;13;-39,0;51,0;4;5;17,51;1,12;True;;2025-04-02;compliant
emp_07625;4;3;17;109,0;54,0;4;5;6,57;12,72;True;2020-06-15;;compliant
emp_07626;3;3;13;168,0;63,0;3;3;9,57;3,02;True;2023-08-11;2024-12-05;compliant
emp_07627;1;3;14;-48,0;39,0;3;2;0,0;1,8;True;;2024-12-16;compliant
emp_07628;0;0;14;54,0;49,0;6;5;9,06;9,82;True;;;non-compliant
emp_07629;0;5;14;56,0;46,0;5;2;5,15;9,22;True;;2025-04-30;compliant
emp_07630;2;4;18;150,0;61,0;4;4;5,05;15,15;True;;2023-11-18;compliant
emp_07631;1;4;14;59,0;88,0;2;2;16,8;11,82;True;2018-04-19;2024-12-12;compliant
emp_07632;2;4;18;44,0;43,0;7;4;8,56;6,45;True;2024-04-15;2024-08-07;compliant
emp_07633;0;2;6;96,0;35,0;7;5;10,65;12,23;True;2017-06-26;2023-12-01;non-compliant
emp_07634;3;1;8;-2,0;72,0;8;5;9,8;11,09;True;2023-08-26;;compliant
emp_07635;3;4;13;7,0;29,0;3;3;10,43;8,34;True;;2024-05-29;compliant
emp_07636;0;3;12;157,0;98,0;3;5;11,73;6,44;True;;;compliant
emp_07637;2;5;9;60,0;43,0;7;3;0,0;5,36;True;2022-09-13;2024-11-27;compliant
emp_07638;5;1;19;58,0;48,0;7;1;0,42;0,57;True;;;compliant
emp_07639;0;2;12;-66,0;30,0;4;1;12,73;5,98;True;;2024-03-12;compliant
emp_07640;2;3;15;183,0;70,0;2;3;6,57;10,77;True;2018-12-03;;compliant
emp_07641;3;2;12;12,0;89,0;8;1;3,54;10,09;True;2019-08-22;;compliant
emp_07642;3;1;12;88,0;14,0;5;1;1,3;8,47;True;2022-12-15;2025-01-11;compliant
emp_07643;2;0;18;136,0;74,0;2;5;19,93;12,73;True;2017-07-27;;non-compliant
emp_07644;0;1;14;29,0;86,0;7;4;0,0;9,1;True;2020-04-23;2024-11-01;compliant
emp_07645;2;3;15;21,0;44,0;2;5;2,49;8,13;True;;2024-09-18;compliant
emp_07646;2;4;16;176,0;16,0;6;2;14,99;7,18;True;;2025-04-22;compliant
emp_07647;3;8;12;198,0;62,0;4;4;18,46;2,18;True;;2024-01-01;compliant
emp_07648;1;4;22;89,0;3,0;3;4;10,85;2,27;True;;2025-01-10;compliant
emp_07649;1;5;18;17,0;11,0;3;1;9,75;11,66;True;2017-02-28;2024-12-19;compliant
emp_07650;2;3;15;169,0;13,0;7;2;3,02;5,12;True;;2024-12-22;compliant
emp_07651;0;6;7;113,0;23,0;6;3;2,24;1,53;True;;2024-03-31;compliant
emp_07652;2;0;24;56,0;16,0;2;3;10,92;4,06;True;2022-08-29;;compliant
emp_07653;5;2;14;50,0;30,0;9;2;9,71;4,32;True;;2025-06-14;non-compliant
emp_07654;3;4;12;178,0;26,0;6;2;13,13;13,78;True;;;compliant
emp_07655;1;3;21;23,0;44,0;5;3;20,94;4,83;True;;2024-11-29;compliant
emp_07656;7;4;16;-91,0;44,0;6;5;11,83;4,12;True;2022-07-09;2025-06-01;compliant
emp_07657;1;3;10;-50,0;47,0;3;5;7,39;13,36;True;2019-06-17;;compliant
emp_07658;3;3;21;-82,0;50,0;2;5;13,66;5,21;True;;;compliant
emp_07659;2;3;20;140,0;88,0;5;4;13,56;13,36;True;;2024-06-08;non-compliant
emp_07660;1;1;14;154,0;39,0;3;5;9,65;14,35;True;;2023-08-06;compliant
emp_07661;6;2;15;125,0;26,0;5;1;15,11;6,92;True;;2024-07-23;compliant
emp_07662;0;3;24;112,0;99,0;5;1;4,19;4,66;True;;2024-06-09;non-compliant
emp_07663;2;4;11;147,0;49,0;5;5;8,23;5,98;True;2021-02-16;2024-11-20;compliant
emp_07664;2;2;20;31,0;1,0;3;5;8,19;2,11;True;;2025-01-18;compliant
emp_07665;0;2;13;30,0;74,0;1;2;22,59;13,89;True;;;compliant
emp_07666;1;4;18;-18,0;16,0;3;4;12,89;8,74;True;2022-08-09;;compliant
emp_07667;2;4;9;3,0;57,0;5;4;7,03;10,5;True;2016-12-23;2024-12-20;compliant
emp_07668;4;4;10;-90,0;97,0;1;2;8,54;11,8;True;;;compliant
emp_07669;1;1;14;-3,0;7,0;4;1;5,31;11,98;True;;;compliant
emp_07670;0;1;15;-65,0;100,0;9;1;10,12;4,77;True;;2023-07-24;compliant
emp_07671;3;3;23;68,0;2,0;3;5;23,21;11,58;True;2018-11-19;2024-08-18;compliant
emp_07672;1;8;13;113,0;83,0;1;3;13,07;12,51;True;;;compliant
emp_07673;2;5;18;-92,0;93,0;9;3;6,7;14,03;True;;2025-06-28;compliant
emp_07674;1;2;15;49,0;0,0;6;4;9,87;3,81;True;2023-02-06;2024-07-10;compliant
emp_07675;4;4;18;-24,0;23,0;7;1;9,84;11,35;True;2020-11-03;2024-09-19;compliant
emp_07676;1;2;23;48,0;26,0;7;4;4,64;8,71;True;2022-11-15;2023-11-09;compliant
emp_07677;2;3;19;138,0;0,0;5;1;9,47;6,96;True;;;compliant
emp_07678;2;2;21;108,0;14,0;2;2;17,38;5,58;True;;2024-10-31;compliant
emp_07679;0;7;17;-44,0;19,0;2;4;2,34;15,03;True;;;compliant
emp_07680;1;1;14;179,0;21,0;6;2;11,17;8,93;True;;2025-02-15;compliant
emp_07681;2;3;16;43,0;1,0;2;3;5,44;14,42;True;2012-12-12;2023-08-29;compliant
emp_07682;5;4;11;195,0;89,0;4;4;12,62;13,41;True;2024-10-13;;compliant
emp_07683;4;1;15;168,0;22,0;4;1;4,07;9,18;True;2023-07-30;;compliant
emp_07684;1;3;14;90,0;56,0;4;5;14,42;10,6;True;;;compliant
emp_07685;1;3;12;158,0;71,0;3;5;12,02;2,5;True;;;compliant
emp_07686;3;5;16;158,0;70,0;5;5;14,35;7,17;True;2019-06-02;2023-12-18;compliant
emp_07687;5;3;17;-97,0;2,0;3;5;9,0;5,69;True;2024-02-04;;compliant
emp_07688;0;2;16;113,0;77,0;1;4;0,0;14,48;True;2016-12-16;2025-04-06;compliant
emp_07689;2;4;21;94,0;80,0;5;4;9,77;10,61;True;;;compliant
emp_07690;1;3;14;-65,0;76,0;5;3;14,84;10,18;True;2018-01-06;;compliant
emp_07691;2;2;12;-43,0;83,0;9;4;3,9;12,69;True;2018-01-02;2025-05-17;compliant
emp_07692;2;2;8;-28,0;93,0;1;2;0,0;13,76;True;;2024-10-16;compliant
emp_07693;2;4;19;-84,0;73,0;2;2;11,96;14,69;True;2016-04-07;;compliant
emp_07694;1;4;19;170,0;90,0;7;5;9,93;0,8;True;;2023-12-11;compliant
emp_07695;2;5;19;61,0;37,0;6;4;14,29;8,62;True;2023-08-31;2024-07-05;compliant
emp_07696;1;1;7;143,0;38,0;4;5;16,4;12,84;True;;2024-06-17;compliant
emp_07697;5;2;13;161,0;97,0;4;5;15,89;6,69;True;;;compliant
emp_07698;1;1;17;70,0;39,0;3;3;11,21;9,47;True;2017-10-14;;compliant
emp_07699;0;4;15;105,0;15,0;9;1;3,83;0,67;True;;;compliant
emp_07700;4;3;10;-94,0;70,0;5;3;3,03;3,96;True;;2024-06-22;compliant
emp_07701;3;2;15;162,0;70,0;4;4;8,25;5,31;True;;;compliant
emp_07702;3;4;8;-4,0;92,0;6;3;12,32;5,18;True;2025-03-03;;compliant
emp_07703;1;3;9;193,0;6,0;8;4;3,06;9,59;True;2021-03-03;2025-04-19;compliant
emp_07704;4;3;8;-47,0;36,0;4;2;15,0;13,01;True;;2024-03-03;compliant
emp_07705;0;1;13;155,0;58,0;3;2;12,95;8,22;True;2022-03-12;2024-02-21;compliant
emp_07706;0;2;11;54,0;88,0;4;1;15,15;2,32;True;2025-02-03;2025-01-29;compliant
emp_07707;3;0;13;158,0;62,0;6;4;9,04;15,36;True;;2023-12-18;compliant
emp_07708;5;5;10;-28,0;14,0;7;4;12,44;8,42;True;;2023-09-29;compliant
emp_07709;2;5;17;59,0;42,0;6;5;20,32;5,86;True;;;compliant
emp_07710;0;4;16;-89,0;9,0;4;1;9,74;3,63;True;;2024-01-03;non-compliant
emp_07711;2;3;20;199,0;75,0;5;1;8,07;9,19;True;;2024-09-20;compliant
emp_07712;6;2;9;17,0;44,0;5;3;11,72;1,05;True;2025-06-23;;non-compliant
emp_07713;2;5;14;127,0;86,0;5;2;5,25;4,22;True;;2023-11-01;compliant
emp_07714;2;2;16;171,0;21,0;5;4;5,24;9,62;True;;2024-08-11;compliant
emp_07715;4;2;12;-67,0;85,0;4;2;12,65;13,54;True;2017-11-16;;compliant
emp_07716;1;3;13;92,0;29,0;4;5;8,69;8,01;True;2021-09-17;;compliant
emp_07717;2;3;11;20,0;17,0;3;1;7,3;8,85;True;2022-08-29;;compliant
emp_07718;3;6;13;149,0;74,0;6;4;10,26;7,31;True;2023-12-14;2023-07-18;compliant
emp_07719;3;4;14;-52,0;83,0;7;5;7,11;2,71;True;2025-01-31;;compliant
emp_07720;2;2;18;-67,0;0,0;4;3;8,46;14,36;True;;2024-09-12;compliant
emp_07721;3;6;15;-82,0;13,0;6;2;13,95;2,94;True;;;compliant
emp_07722;2;3;22;144,0;45,0;8;2;13,65;15,04;True;2020-05-23;2025-04-01;compliant
emp_07723;2;7;18;83,0;86,0;1;5;13,83;13,87;True;;;compliant
emp_07724;2;2;11;188,0;35,0;4;4;2,24;9,27;True;;2023-08-17;compliant
emp_07725;2;5;13;6,0;54,0;9;4;10,5;9,87;True;2022-02-10;;compliant
emp_07726;4;4;15;60,0;89,0;4;3;5,32;3,27;True;;2023-10-27;compliant
emp_07727;2;3;15;-100,0;92,0;4;2;3,55;7,34;True;;2025-05-03;compliant
emp_07728;2;1;15;154,0;94,0;1;4;6,18;7,08;True;2022-06-04;;compliant
emp_07729;3;5;19;125,0;54,0;1;4;8,07;1,33;True;;;compliant
emp_07730;0;4;24;97,0;71,0;6;5;15,62;12,22;True;;2024-10-24;compliant
emp_07731;2;2;12;182,0;93,0;4;4;5,55;8,65;True;;2023-11-01;compliant
emp_07732;2;1;12;-4,0;40,0;6;5;7,24;4,59;True;2023-09-19;;compliant
emp_07733;3;2;20;-18,0;88,0;3;4;13,35;4,82;True;2023-06-17;;compliant
emp_07734;1;2;16;-61,0;26,0;3;2;0,0;0,8;True;;;compliant
emp_07735;2;1;13;175,0;25,0;9;1;8,91;11,0;True;;;compliant
emp_07736;3;0;14;-6,0;73,0;3;1;7,25;1,71;True;2025-02-25;2025-05-23;compliant
emp_07737;2;2;9;27,0;18,0;3;3;5,85;13,35;True;;2024-02-25;compliant
emp_07738;4;3;13;100,0;79,0;5;2;17,02;1,81;True;2024-12-29;2024-09-07;compliant
emp_07739;1;5;18;-28,0;49,0;4;3;6,98;7,01;True;2019-12-31;;compliant
emp_07740;2;1;15;76,0;44,0;5;4;10,14;1,07;True;2025-06-17;2024-05-29;compliant
emp_07741;6;5;23;188,0;94,0;4;3;15,56;11,05;True;2025-04-09;2024-02-03;compliant
emp_07742;0;2;21;139,0;63,0;4;2;8,46;6,56;True;2021-02-04;2023-09-08;compliant
emp_07743;2;6;11;34,0;53,0;4;2;7,7;1,99;True;;;compliant
emp_07744;2;2;19;27,0;5,0;6;4;7,27;7,31;True;2022-11-20;;compliant
emp_07745;0;3;15;-3,0;22,0;5;5;8,15;2,32;True;2024-12-05;2024-04-14;compliant
emp_07746;2;0;11;-37,0;16,0;5;1;7,23;12,48;True;2014-06-29;2024-08-05;compliant
emp_07747;2;2;19;81,0;39,0;8;4;11,51;6,85;True;;2023-12-07;compliant
emp_07748;3;5;17;-94,0;32,0;3;5;5,88;13,36;True;2020-08-15;2023-10-09;compliant
emp_07749;2;1;7;36,0;53,0;4;1;2,94;2,89;True;;2023-12-23;compliant
emp_07750;3;5;8;50,0;13,0;7;1;16,41;9,4;True;;2024-11-13;compliant
emp_07751;4;1;15;124,0;4,0;4;3;20,68;2,77;True;;;non-compliant
emp_07752;2;6;8;2,0;47,0;4;4;6,73;5,55;True;;;compliant
emp_07753;2;6;19;168,0;81,0;6;2;11,75;10,65;True;;;compliant
emp_07754;0;3;10;105,0;31,0;7;4;0,0;6,58;True;2021-01-10;2025-06-15;compliant
emp_07755;1;3;8;39,0;25,0;9;1;9,3;0,68;True;;;compliant
emp_07756;1;2;20;133,0;8,0;5;2;10,15;7,73;True;;;compliant
emp_07757;2;2;18;-84,0;59,0;5;4;13,66;7,98;True;2021-02-03;2023-08-02;compliant
emp_07758;3;1;12;152,0;85,0;7;4;4,54;10,79;True;2017-07-11;;compliant
emp_07759;4;4;19;-18,0;60,0;3;2;17,77;8,68;True;;2024-11-04;compliant
emp_07760;8;3;15;51,0;54,0;8;1;0,0;9,34;True;2019-07-30;;compliant
emp_07761;2;1;21;54,0;11,0;6;1;2,66;5,39;True;;2023-10-27;compliant
emp_07762;2;3;16;147,0;26,0;3;2;0,0;12,5;True;2014-04-22;2023-08-29;compliant
emp_07763;2;3;16;-69,0;4,0;7;2;19,57;9,29;True;2017-06-08;2024-03-16;compliant
emp_07764;3;3;17;144,0;55,0;4;2;17,42;11,05;True;;2023-08-13;non-compliant
emp_07765;3;4;12;-36,0;6,0;6;2;17,22;8,16;True;;2025-05-04;compliant
emp_07766;1;2;15;107,0;54,0;4;2;12,63;2,02;True;;2023-10-23;compliant
emp_07767;2;2;16;110,0;38,0;6;2;9,73;5,08;True;;2025-03-18;compliant
emp_07768;1;7;12;-17,0;97,0;2;2;5,56;14,44;True;2018-05-30;2023-11-20;compliant
emp_07769;5;6;18;-33,0;24,0;8;5;9,57;11,03;True;2018-01-18;;compliant
emp_07770;4;1;17;87,0;69,0;5;2;15,17;1,57;True;;2024-10-14;compliant
emp_07771;2;1;11;-8,0;80,0;9;2;16,16;4,66;True;;2024-07-07;compliant
emp_07772;0;3;17;12,0;92,0;4;2;14,8;4,71;True;2022-06-24;2024-03-12;compliant
emp_07773;2;2;19;-15,0;61,0;3;3;2,62;8,83;True;;2023-12-31;compliant
emp_07774;1;4;9;19,0;12,0;5;1;7,42;15,07;True;2020-06-04;2024-11-17;compliant
emp_07775;1;6;21;-91,0;1,0;6;3;9,02;8,1;True;2021-06-03;2025-04-06;compliant
emp_07776;0;4;12;-45,0;25,0;6;2;7,25;14,15;True;;2023-12-27;compliant
emp_07777;3;5;18;-23,0;7,0;4;5;17,69;7,42;True;2024-09-27;2023-07-01;non-compliant
emp_07778;3;1;18;161,0;9,0;7;2;11,12;6,85;True;;2025-01-04;non-compliant
emp_07779;2;2;17;181,0;48,0;6;4;4,42;7,62;True;;;non-compliant
emp_07780;2;5;13;133,0;68,0;7;5;3,85;9,38;True;2017-04-16;;compliant
emp_07781;1;3;14;71,0;92,0;8;5;12,03;15,26;True;;2023-09-30;compliant
emp_07782;0;1;15;115,0;35,0;2;2;4,16;12,33;True;;2023-07-30;compliant
emp_07783;3;6;12;66,0;73,0;11;1;7,55;2,93;True;;;compliant
emp_07784;1;2;8;-4,0;72,0;4;5;3,64;14,79;True;2024-11-26;;compliant
emp_07785;1;5;16;41,0;98,0;3;4;12,34;1,88;True;;2023-11-10;compliant
emp_07786;4;4;16;-68,0;80,0;8;4;9,95;14,82;True;2025-04-07;;compliant
emp_07787;1;2;10;102,0;77,0;5;3;2,28;13,87;True;;2024-04-23;compliant
emp_07788;3;2;16;-34,0;100,0;1;5;8,31;5,37;True;;2023-12-28;compliant
emp_07789;4;3;22;198,0;3,0;3;2;8,84;15,26;True;2011-10-09;2023-11-23;compliant
emp_07790;5;2;10;147,0;76,0;7;2;12,17;0,76;True;;2024-12-17;compliant
emp_07791;2;3;20;112,0;84,0;4;2;7,08;8,82;True;2018-10-20;2025-06-06;compliant
emp_07792;2;7;16;-49,0;80,0;3;2;11,97;8,74;True;2025-02-12;2024-05-28;compliant
emp_07793;3;4;11;-68,0;94,0;3;5;12,82;15,0;True;;2024-05-07;compliant
emp_07794;2;2;11;-50,0;39,0;4;5;0,0;5,76;True;2023-02-24;2024-06-20;compliant
emp_07795;3;4;20;176,0;0,0;6;1;4,87;12,12;True;2025-03-24;;compliant
emp_07796;2;3;10;57,0;14,0;4;2;6,84;12,83;True;2019-12-01;;compliant
emp_07797;3;6;12;91,0;57,0;3;2;7,88;8,09;True;2024-05-23;2023-12-31;compliant
emp_07798;2;7;7;156,0;89,0;9;4;12,77;4,85;True;;2023-11-13;compliant
emp_07799;2;2;17;149,0;51,0;7;4;13,9;4,84;True;2024-06-11;;compliant
emp_07800;2;6;16;-14,0;92,0;4;5;15,84;4,51;True;;;compliant
emp_07801;3;1;15;-17,0;68,0;11;2;10,01;15,4;True;;2025-06-07;compliant
emp_07802;3;2;15;159,0;79,0;7;4;6,09;9,48;True;;;compliant
emp_07803;2;2;14;168,0;43,0;4;4;14,56;4,3;True;;2024-08-22;compliant
emp_07804;2;5;22;65,0;48,0;4;1;6,33;11,07;True;2021-11-30;2025-05-01;compliant
emp_07805;3;5;12;-47,0;56,0;7;4;13,69;14,65;True;;2023-11-14;compliant
emp_07806;2;2;14;124,0;8,0;1;1;13,47;5,7;True;2022-02-05;;compliant
emp_07807;0;3;9;-96,0;63,0;9;3;10,09;13,78;True;2023-06-01;2024-03-23;compliant
emp_07808;0;2;17;46,0;38,0;7;4;11,67;3,8;True;;2024-05-10;compliant
emp_07809;1;4;12;18,0;85,0;6;3;3,33;1,1;True;;;compliant
emp_07810;3;3;15;191,0;8,0;5;2;13,49;4,23;True;2022-09-25;2023-09-04;compliant
emp_07811;1;1;17;130,0;41,0;3;3;11,41;0,62;True;;;compliant
emp_07812;1;3;8;27,0;83,0;9;5;9,61;14,76;True;2022-09-23;2024-05-05;compliant
emp_07813;2;2;11;-8,0;57,0;4;1;9,2;0,63;True;;;compliant
emp_07814;0;1;13;34,0;86,0;6;2;12,65;12,47;True;2023-01-27;;compliant
emp_07815;1;3;23;0,0;5,0;1;4;6,27;13,21;True;;2025-02-20;compliant
emp_07816;3;4;13;182,0;88,0;3;3;18,79;8,19;True;2024-08-28;2024-12-29;compliant
emp_07817;1;3;20;52,0;2,0;7;2;9,26;1,71;True;;2024-11-12;compliant
emp_07818;5;3;13;-73,0;61,0;3;3;7,1;10,68;True;2021-05-09;;compliant
emp_07819;1;3;12;15,0;100,0;7;1;5,23;14,17;True;2019-04-28;2024-05-17;compliant
emp_07820;1;3;18;152,0;89,0;5;2;11,54;14,4;True;;2024-03-16;compliant
emp_07821;3;3;14;42,0;10,0;9;3;5,54;2,87;True;;2024-01-17;compliant
emp_07822;0;4;13;197,0;39,0;8;3;12,36;8,3;True;2024-07-16;2025-04-26;compliant
emp_07823;0;3;20;173,0;37,0;1;1;2,9;8,8;True;;;compliant
emp_07824;0;4;13;-33,0;27,0;6;4;7,39;9,9;True;;2023-11-20;compliant
emp_07825;2;2;10;125,0;57,0;6;2;8,87;13,78;True;2017-05-31;2025-03-06;compliant
emp_07826;1;3;13;68,0;75,0;7;3;9,79;11,38;True;;2025-02-11;compliant
emp_07827;2;2;13;103,0;96,0;6;1;3,58;3,08;True;;2023-11-02;compliant
emp_07828;3;1;19;-24,0;15,0;2;4;7,27;3,42;True;;;compliant
emp_07829;2;4;13;105,0;74,0;3;3;5,21;4,59;True;2023-03-25;2023-07-15;compliant
emp_07830;2;1;17;-9,0;38,0;1;3;10,71;1,84;True;2025-05-03;2024-05-27;compliant
emp_07831;3;10;18;79,0;70,0;5;2;8,72;15,3;True;;2024-11-15;compliant
emp_07832;2;5;11;76,0;59,0;5;3;3,53;11,93;True;;2024-12-25;compliant
emp_07833;4;5;23;111,0;94,0;4;2;12,51;1,64;True;;2023-08-20;compliant
emp_07834;2;5;12;185,0;54,0;3;4;12,24;5,73;True;2021-05-10;2023-12-31;compliant
emp_07835;1;5;24;102,0;52,0;3;3;10,41;13,33;True;2014-11-27;;compliant
emp_07836;0;4;17;151,0;12,0;6;2;3,59;14,56;True;2012-04-02;2025-04-15;compliant
emp_07837;2;3;11;177,0;93,0;6;4;3,01;1,71;True;2024-12-16;2024-01-17;compliant
emp_07838;0;2;13;77,0;78,0;7;5;3,45;9,54;True;2021-11-13;2024-08-21;compliant
emp_07839;1;6;16;15,0;39,0;2;1;18,9;13,69;True;;2025-01-27;compliant
emp_07840;3;4;11;-40,0;3,0;2;3;17,4;11,74;True;2024-09-11;2025-03-07;compliant
emp_07841;4;6;18;58,0;43,0;7;1;9,89;4,84;True;2022-08-13;2024-10-19;compliant
emp_07842;1;2;13;82,0;8,0;6;5;6,74;12,3;True;;2023-07-11;compliant
emp_07843;3;2;12;100,0;48,0;6;5;20,9;12,72;True;;2023-08-14;compliant
emp_07844;1;7;15;132,0;81,0;4;2;14,05;14,18;True;2024-08-05;2023-11-18;compliant
emp_07845;5;2;11;20,0;52,0;6;3;7,87;6,42;True;2020-02-17;2024-02-19;compliant
emp_07846;1;1;13;19,0;72,0;8;3;16,92;12,03;True;2019-05-09;2024-12-29;compliant
emp_07847;5;1;15;-72,0;77,0;4;2;3,68;12,38;True;;2023-08-16;non-compliant
emp_07848;2;2;11;74,0;8,0;6;4;7,66;13,68;True;;2024-10-13;compliant
emp_07849;0;1;19;-26,0;20,0;5;5;14,41;8,38;True;;;compliant
emp_07850;1;1;13;73,0;41,0;4;2;10,0;12,23;True;2021-07-01;;non-compliant
emp_07851;1;5;16;32,0;0,0;4;1;7,15;14,68;True;;2024-12-07;compliant
emp_07852;1;1;17;-18,0;33,0;4;4;3,74;12,18;True;2021-08-12;;compliant
emp_07853;3;1;7;186,0;21,0;4;3;7,47;12,9;True;2020-02-11;2024-07-28;compliant
emp_07854;3;4;7;28,0;9,0;1;5;9,37;1,59;True;;2024-07-01;compliant
emp_07855;1;6;21;28,0;74,0;7;3;8,2;1,79;True;2025-03-22;2024-10-25;compliant
emp_07856;1;2;15;154,0;51,0;6;2;16,86;10,49;True;;2024-07-16;compliant
emp_07857;3;1;16;-52,0;38,0;2;2;18,73;10,95;True;2020-09-26;;compliant
emp_07858;2;3;16;-41,0;15,0;10;1;18,51;2,15;True;2024-10-23;2024-05-17;compliant
emp_07859;0;2;15;150,0;11,0;2;2;10,62;14,05;True;;2024-08-12;compliant
emp_07860;2;5;18;-96,0;45,0;1;1;14,23;9,66;True;;2023-11-20;compliant
emp_07861;1;2;15;-11,0;40,0;4;2;11,57;2,15;True;;;compliant
emp_07862;2;2;15;169,0;75,0;5;5;4,49;2,76;True;2025-03-17;2024-05-21;compliant
